level_0,index,field_id,region,crop,start_sev,end_sbor,yield_dif,yield_plan,yield_fact,curr_t1,curr_t2,curr_t3,curr_t4,40_years_t1,40_years_t2,40_years_t3,40_years_t4,culture,type_by_season,delta_t1,delta_t2,delta_t3
2631,3601,2023 54.28.07.015.00,Новосибирск,Люцерна,2023-06-01,2023-09-16,0.5335651107354801,2.0,1.41,17.872222222222224,21.475,16.291666666666668,14.87037037037037,18.64394007828967,20.32174372598284,15.612693816553069,14.77282912115737,Бобовые,Яровая,-0.7717178560674469,1.15325627401716,0.678972850113599
2632,3602,2023 54.28.07.016.00,Новосибирск,Люцерна,2023-06-01,2023-09-06,0.9380522236556678,2.0,3.11,17.128125000000004,21.60625,18.846875,17.754166666666666,18.363533197831973,20.629077850924357,17.658360477408653,17.08610299514454,Бобовые,Яровая,-1.235408197831969,0.977172149075642,1.1885145225913476
2633,3603,2023 36.02.02.058.00,Воронеж,Кукуруза,2023-06-02,2023-12-22,0.4029016614339659,6.51,3.23,19.600000000000005,14.757352941176473,-0.7338235294117653,-2.145098039215686,19.547398885736843,13.16361730259898,-1.83735117635764,-3.434014355742297,Судецветные,Яровая,0.05260111426316172,1.593735638577492,1.1035276469458748
2634,3609,2023 36.05.07.059.00,Воронеж,Соя,2023-06-02,2023-10-01,1.1924061679544706,2.0,4.59,18.915000000000006,20.504999999999995,15.060000000000002,14.7,19.08252371273712,19.71485358964434,13.551162209659362,12.567527480991169,Бобовые,Яровая,-0.16752371273711475,0.790146410355657,1.5088377903406407
2635,3610,2023 36.11.06.017.00,Воронеж,Соя,2023-06-02,2023-09-28,0.5376622777195503,2.5,1.78,18.7948717948718,20.44615384615384,15.630769230769234,14.92758620689655,19.044677228823566,19.76783568606424,14.10087445543059,13.30215341212051,Бобовые,Яровая,-0.24980543395176724,0.6783181600895993,1.5298947753386436
2636,3611,2023 36.11.06.063.00,Воронеж,Соя,2023-06-02,2023-09-26,0.5423242908253617,2.5,1.8,18.7948717948718,20.44615384615384,15.630769230769234,14.92758620689655,19.044677228823566,19.76783568606424,14.10087445543059,13.30215341212051,Бобовые,Яровая,-0.24980543395176724,0.6783181600895993,1.5298947753386436
2637,3612,2023 36.13.12.001.00,Воронеж,Кукуруза,2023-06-02,2024-01-10,0.5913644862500029,6.51,5.25,19.63378378378379,12.55810810810811,-3.487837837837837,-5.894545454545455,19.496167448844588,11.101251109028077,-4.860672330649463,-6.947722402597403,Судецветные,Озимая,0.137616334939203,1.456856999080033,1.3728344928116254
2638,3613,2023 36.13.12.004.00,Воронеж,Кукуруза,2023-06-02,2024-01-12,0.6977448898085747,6.51,6.57,19.64933333333334,12.148,-3.794666666666666,-6.683928571428572,19.47951484582296,10.785382575722515,-5.236641144018582,-7.806691645408164,Судецветные,Озимая,0.16981848751038342,1.3626174242774844,1.4419744773519154
2639,3614,2023 36.13.12.005.00,Воронеж,Кукуруза,2023-06-02,2024-01-12,0.5768032011311826,6.51,5.08,19.64933333333334,12.148,-3.794666666666666,-6.683928571428572,19.47951484582296,10.785382575722515,-5.236641144018582,-7.806691645408164,Судецветные,Озимая,0.16981848751038342,1.3626174242774844,1.4419744773519154
2640,3615,2023 36.13.12.014.01,Воронеж,Соя,2023-06-02,2023-10-15,0.5679840376059394,2.55,1.95,18.542222222222225,20.084444444444447,13.035555555555556,12.258823529411762,19.259000660398016,18.894682807421948,11.10074099455418,9.917487619091151,Бобовые,Яровая,-0.7167784381757905,1.1897616370224995,1.9348145610013763
2641,3616,2023 36.14.04.059.00,Воронеж,Кукуруза,2023-06-02,2023-12-08,0.4343764516025845,7.5,4.08,19.3936507936508,16.341269841269842,2.1476190476190475,0.7489361702127656,19.59512314883249,14.441041440048762,1.0355775782425918,-0.6614899949341443,Судецветные,Яровая,-0.20147235518168927,1.9002284012210797,1.1120414693764558
2642,3617,2023 36.14.14.017.00,Воронеж,Соя,2023-06-02,2023-09-30,1.1223288152854258,2.5,5.18,18.915000000000006,20.504999999999995,15.060000000000002,14.7,19.08252371273712,19.71485358964434,13.551162209659362,12.567527480991169,Бобовые,Яровая,-0.16752371273711475,0.790146410355657,1.5088377903406407
2643,3618,2023 36.14.14.020.00,Воронеж,Соя,2023-06-02,2023-09-30,0.5399960010657705,2.5,1.79,18.915000000000006,20.504999999999995,15.060000000000002,14.7,19.08252371273712,19.71485358964434,13.551162209659362,12.567527480991169,Бобовые,Яровая,-0.16752371273711475,0.790146410355657,1.5088377903406407
2644,3619,2023 36.14.21.013.01,Воронеж,Кукуруза,2023-06-02,2023-12-21,0.7645371766466182,7.5,8.61,19.55223880597016,14.98507462686567,-0.4955223880597021,-2.132000000000001,19.5473600631359,13.43595984940394,-1.1986726935598504,-2.677118858885017,Судецветные,Яровая,0.004878742834257821,1.54911477746173,0.7031503055001482
2645,3620,2023 36.14.21.013.02,Воронеж,Кукуруза,2023-06-02,2023-12-21,0.3249778571954778,7.5,2.88,19.55223880597016,14.98507462686567,-0.4955223880597021,-2.132000000000001,19.5473600631359,13.43595984940394,-1.1986726935598504,-2.677118858885017,Судецветные,Яровая,0.004878742834257821,1.54911477746173,0.7031503055001482
2646,3621,2023 72.22.10.008.00,Тюмень,Кукуруза,2023-06-02,2023-10-12,0.8455380711077113,6.5,8.64,18.54772727272728,20.23409090909091,13.356818181818175,12.427272727272726,19.225837452266564,19.02596188150717,11.575831745169513,10.382048096338805,Судецветные,Яровая,-0.678110179539285,1.208129027583741,1.7809864366486625
2647,3622,2023 72.22.10.018.00,Тюмень,Кукуруза,2023-06-02,2023-10-11,0.6587149841384613,6.5,6.0600000000000005,18.54772727272728,20.23409090909091,13.356818181818175,12.427272727272726,19.225837452266564,19.02596188150717,11.575831745169513,10.382048096338805,Судецветные,Яровая,-0.678110179539285,1.208129027583741,1.7809864366486625
2648,3623,2023 36.02.19.031.00,Воронеж,Кукуруза,2023-06-03,2023-09-07,0.7434923131658473,7.65,8.44,17.375,21.549999999999997,18.52500000000001,17.98333333333333,18.6357702405149,20.69048862770233,17.05873666689498,16.392093444608687,Судецветные,Яровая,-1.2607702405149013,0.8595113722976677,1.4662633331050294
2649,3625,2023 36.05.07.058.00,Воронеж,Соя,2023-06-03,2023-10-02,1.5591966959973536,2.0,7.509999999999999,18.7275,20.4475,14.98,14.36,19.197579607046062,19.64047271535265,13.299936221296536,12.252767265251752,Бобовые,Яровая,-0.47007960704606333,0.8070272846473507,1.680063778703465
2650,3626,2023 36.11.06.018.00,Воронеж,Соя,2023-06-03,2023-09-28,0.8011043220650377,2.5,3.0700000000000003,18.843589743589742,20.297435897435896,15.30769230769231,14.582758620689653,19.170875894656376,19.69581146085404,13.841982078445492,13.00833329085642,Бобовые,Яровая,-0.32728615106663383,0.6016244365818579,1.4657102292468185
2651,3627,2023 36.11.06.065.00,Воронеж,Соя,2023-06-03,2023-09-26,0.46750049902761703,2.5,1.49,18.48684210526316,20.69210526315789,15.66842105263158,14.582758620689653,19.07639958636428,19.916689682866245,14.201159184917207,13.00833329085642,Бобовые,Яровая,-0.5895574811011173,0.7754155802916465,1.467261867714372
2652,3629,2023 36.02.19.022.02,Воронеж,Кукуруза,2023-06-04,2023-12-23,0.5646502737797708,6.51,4.94,19.79850746268657,14.77313432835821,-0.8880597014925375,-2.5680000000000005,19.654948922699877,12.855236209717033,-1.4708030902527711,-2.9286648556115744,Судецветные,Яровая,0.14355853998669232,1.9178981186411779,0.5827433887602336
2653,3632,2023 36.02.19.040.01,Воронеж,Кукуруза,2023-06-04,2023-12-01,0.6411259958090668,6.51,5.85,19.62833333333334,16.721666666666668,3.8600000000000017,1.9844444444444436,19.767977516527058,14.76784145496089,2.2625682903365827,0.5263888556490177,Судецветные,Яровая,-0.13964418319371674,1.9538252117057784,1.597431709663419
2654,3636,2023 36.11.06.059.00,Воронеж,Соя,2023-06-04,2023-09-28,0.5019866750987863,2.5,1.63,19.14615384615385,20.576923076923077,15.089743589743591,14.53103448275862,19.277060315474948,19.600522007915306,13.497584118416256,12.591558784050871,Бобовые,Яровая,-0.13090646932109706,0.9764010690077711,1.592159471327335
2655,3637,2023 36.11.06.064.00,Воронеж,Соя,2023-06-04,2023-09-26,0.9337376454778757,2.5,3.86,19.01578947368422,20.66842105263158,15.573684210526318,14.421428571428573,19.208934174868062,19.805092869484323,13.869054961712193,13.105706595831236,Бобовые,Яровая,-0.19314470118384364,0.8633281831472566,1.7046292488141255
2656,3638,2023 36.14.06.001.00,Воронеж,Кукуруза,2023-06-04,2023-11-25,0.557709209664841,7.5,5.6,19.556896551724144,17.07241379310345,5.250000000000001,3.8186046511627914,19.7025391185828,15.337928402631915,3.537920107452849,2.4080415327409104,Судецветные,Яровая,-0.14564256685865473,1.7344853904715354,1.7120798925471519
2657,3640,2023 36.02.19.014.02,Воронеж,Кукуруза,2023-06-05,2023-09-14,0.7860778232510048,7.65,9.14,18.68529411764706,21.644117647058827,16.264705882352942,15.456,19.230708990913435,20.2700660696204,15.645964202258591,15.177702699054494,Судецветные,Яровая,-0.545414873266374,1.3740515774384292,0.6187416800943506
2658,3643,2023 36.13.12.008.01,Воронеж,Соя,2023-06-05,2023-10-16,0.462623521948113,2.55,1.5,19.520454545454545,19.76818181818182,12.725,12.01818181818182,19.700771685816036,18.68917261480871,10.645888843665704,9.502800044321749,Бобовые,Яровая,-0.18031714036149182,1.0790092033731078,2.079111156334296
2659,3644,2023 36.05.10.003.02,Воронеж,Нут,2023-06-06,2023-10-19,0.43462169239961995,1.69,0.92,19.444444444444443,19.62222222222222,11.511111111111113,10.658823529411764,19.772386592893707,18.378809746847036,10.002980555135746,8.919835347099147,Бобовые,Яровая,-0.3279421484492637,1.2434124753751838,1.5081305559753666
2660,3645,2023 36.13.12.002.00,Воронеж,Соя,2023-06-06,2023-10-16,0.534082485930258,2.55,1.8,19.509090909090908,19.672727272727272,12.186363636363636,11.475757575757576,19.78070787909584,18.527860439541445,10.5491125965773,9.421840704993503,Бобовые,Яровая,-0.27161697000493135,1.1448668331858265,1.6372510397863351
2661,3646,2023 36.14.14.019.00,Воронеж,Соя,2023-06-06,2023-09-30,0.8754687373538999,2.5,3.5,19.587179487179487,20.525641025641026,14.346153846153848,13.865517241379314,19.69005975957195,19.34437696183439,13.093046794721833,12.173584387421151,Бобовые,Яровая,-0.10288027239246489,1.181264063806637,1.253107051432016
2662,3647,2023 36.05.10.004.02,Воронеж,Нут,2023-06-07,2023-10-19,1.1181441595853556,1.69,3.48,19.24888888888889,20.04444444444444,11.411111111111111,11.43939393939394,19.77110745038902,18.23958323765914,9.883077728158227,9.26636131372814,Бобовые,Яровая,-0.5222185615001322,1.8048612067853007,1.5280333829528843
2663,3648,2023 36.13.12.003.00,Воронеж,Соя,2023-06-07,2023-10-11,0.550046336919272,2.55,1.87,19.44761904761905,20.171428571428567,13.27619047619048,12.825806451612902,19.802787456445994,18.630842294169547,11.531631705772831,10.777474270134396,Бобовые,Яровая,-0.35516840882694467,1.5405862772590204,1.7445587704176493
2664,3649,2023 36.14.19.039.00,Воронеж,Кукуруза,2023-06-07,2023-09-26,2.7348483942569346,8.1,116.70000000000005,19.23513513513513,21.16756756756757,14.962162162162166,14.357142857142858,19.5559162821358,19.71853357321025,13.50532128168167,12.504183261595028,Судецветные,Яровая,-0.3207811470006696,1.4490339943573183,1.4568408804804953
2665,3651,2023 36.13.12.009.00,Воронеж,Соя,2023-06-08,2023-10-14,0.5155204680701985,2.55,1.72,19.286046511627912,20.346511627906967,12.4953488372093,11.86875,19.72731671866137,18.47253845597424,10.702374172800065,9.79370943426648,Бобовые,Яровая,-0.4412702070334582,1.8739731719327253,1.7929746644092344
2666,3653,2023 62.01.01.015.00,Рязань,Соя,2023-06-12,2023-09-29,0.6872820611075473,1.71,1.69,19.60277777777778,20.022222222222226,14.58888888888889,14.32962962962963,20.0747534628124,19.68478566149298,13.507674949733367,12.635851035929717,Бобовые,Яровая,-0.47197568503461795,0.33743656072924466,1.081213939155523
2667,3654,2024 54.17.12.021.00,Новосибирск,Люцерна,2023-07-05,2024-08-08,0.752336051950276,4.1,4.6,13.657142857142857,-6.574436090225562,16.377443609022563,18.541,12.472372983177989,-6.14960116776217,15.360565869820526,18.085445614683422,Бобовые,Озимая,1.1847698739648678,-0.4248349224633916,1.0168777392020374
2668,3655,2024 54.17.12.022.00,Новосибирск,Люцерна,2023-07-05,2024-08-08,0.764900466237826,4.1,4.71,13.657142857142857,-6.574436090225562,16.377443609022563,18.541,12.472372983177989,-6.14960116776217,15.360565869820526,18.085445614683422,Бобовые,Озимая,1.1847698739648678,-0.4248349224633916,1.0168777392020374
2669,3656,2024 54.17.12.023.00,Новосибирск,Люцерна,2023-07-05,2024-08-08,0.6759265828082749,4.1,3.96,13.657142857142857,-6.574436090225562,16.377443609022563,18.541,12.472372983177989,-6.14960116776217,15.360565869820526,18.085445614683422,Бобовые,Озимая,1.1847698739648678,-0.4248349224633916,1.0168777392020374
2670,3657,2024 54.17.12.047.00,Новосибирск,Люцерна,2023-07-05,2024-08-08,0.9489231859030531,4.1,6.49,13.657142857142857,-6.574436090225562,16.377443609022563,18.541,12.472372983177989,-6.14960116776217,15.360565869820526,18.085445614683422,Бобовые,Озимая,1.1847698739648678,-0.4248349224633916,1.0168777392020374
2671,3658,2024 54.17.12.054.00,Новосибирск,Люцерна,2023-07-06,2024-08-05,1.5008200649059678,4.1,14.29,13.394696969696966,-6.578787878787877,16.306060606060612,18.34040404040404,12.35235431656458,-6.1162545127051136,15.195088011722923,17.873817434943174,Бобовые,Озимая,1.0423426531323852,-0.46253336608276374,1.1109725943376887
2672,3659,2023 62.01.01.001.02,Рязань,Пшеница,2023-07-07,2023-08-14,0.5971502661515455,4.37,3.57,20.846153846153847,19.71538461538461,21.2923076923077,21.333333333333336,20.615250603055475,19.83435480508651,20.186929330831767,19.84751580849142,Злаковые,Яровая,0.2309032430983713,-0.11897018970189777,1.1053783614759318
2673,3660,2024 54.17.12.103.00,Новосибирск,Клевер,2023-07-10,2024-10-02,2.1400661634962708,0.1,0.75,10.794666666666666,-2.5426666666666637,19.278666666666663,20.86160714285713,9.543995742150052,-2.236925077396506,17.55859211036718,18.34835901204994,Бобовые,Озимая,1.2506709245166139,-0.3057415892701578,1.7200745562994832
2674,3661,2024 54.17.08.050.02,Новосибирск,Люцерна,2023-07-13,2024-09-02,1.1707438607132785,4.1,9.12,11.174820143884885,-4.189208633093524,18.751079136690656,21.452884615384612,10.408561062756686,-4.22746315317955,17.610015210184645,19.568104516587752,Бобовые,Озимая,0.7662590811281991,0.038254520086026034,1.1410639265060105
2675,3678,2024 50.33.02.043.00,Москва,Люцерна,2023-08-19,2024-08-17,0.8604759527677586,1.4,1.91,4.846280991735539,-3.5942148760330555,18.119008264462813,20.80329670329672,4.282575388178443,-3.9935342065381,16.85711996658607,19.278618341682584,Бобовые,Озимая,0.5637056035570964,0.3993193305050444,1.2618882978767445
2676,3679,2024 50.33.02.044.00,Москва,Люцерна,2023-08-19,2024-08-17,0.7520897161933954,1.4,1.57,4.846280991735539,-3.5942148760330555,18.119008264462813,20.80329670329672,4.282575388178443,-3.9935342065381,16.85711996658607,19.278618341682584,Бобовые,Озимая,0.5637056035570964,0.3993193305050444,1.2618882978767445
2677,3692,2024 62.24.14.039.00,Рязань,Люцерна,2023-08-20,2024-08-05,0.0,1.3,0.0,5.172649572649572,-4.903418803418802,17.505982905982908,20.18977272727272,4.485498422566471,-4.912005456381702,16.02354506418971,18.59825499064617,Бобовые,Озимая,0.6871511500831007,0.008586652962899954,1.482437841793196
2678,3697,2024 50.33.02.051.01,Москва,Люцерна,2023-08-21,2024-08-16,0.7949298748698876,1.4,1.7000000000000002,4.540000000000001,-3.6074999999999977,17.797499999999996,20.588888888888885,4.091480196045862,-4.178548757175324,16.734519287448286,19.05178663684132,Бобовые,Озимая,0.44851980395413893,0.5710487571753267,1.0629807125517097
2679,3700,2024 50.33.02.047.00,Москва,Люцерна,2023-08-22,2024-08-17,0.8421827597204332,1.4,1.85,4.283333333333334,-3.208333333333334,17.6775,20.585555555555555,3.8968258473353594,-4.078790537197571,16.83886722025135,19.10575373114565,Бобовые,Озимая,0.3865074859979747,0.8704572038642366,0.8386327797486501
2680,3701,2024 50.33.02.066.00,Москва,Кукуруза,2023-08-22,2024-08-31,0.5976147538383817,9.0,7.36,4.082400000000001,-2.1632000000000007,18.8156,21.369680851063823,3.3556242420133726,-2.737999775175404,17.6674507428234,19.568967491533957,Судецветные,Озимая,0.7267757579866281,0.5747997751754035,1.1481492571765983
2681,3702,2024 50.33.02.067.00,Москва,Кукуруза,2023-08-22,2024-08-31,0.5101587347782869,9.0,5.99,4.082400000000001,-2.1632000000000007,18.8156,21.369680851063823,3.3556242420133726,-2.737999775175404,17.6674507428234,19.568967491533957,Судецветные,Озимая,0.7267757579866281,0.5747997751754035,1.1481492571765983
2682,3713,2024 63.21.06.050.00,Самара,Вика,2023-08-23,2024-07-10,0.0,2.6,0.0,6.139252336448597,-6.896261682242993,14.250467289719628,16.111250000000002,4.878991991003512,-6.751774549304927,12.927121618848377,15.18246601923054,Злаковые,Озимая,1.2602603454450847,-0.1444871329380657,1.3233456708712517
2683,3727,2024 62.10.04.002.00,Рязань,Кукуруза,2023-08-25,2024-10-06,0.8088539882719159,7.5,9.34,2.530882352941178,0.646323529411764,20.022794117647056,20.20490196078431,1.472307392024645,0.2963654060580662,17.56730009157949,17.52275397878488,Судецветные,Озимая,1.0585749609165331,0.34995812335369775,2.4554940260675657
2684,3730,2024 63.21.06.049.00,Самара,Вика,2023-08-25,2024-07-10,0.0,2.6,0.0,5.651401869158878,-7.168224299065417,15.000000000000004,16.868750000000002,4.404244724296109,-7.024357647677398,13.335285256823598,15.589241110249926,Злаковые,Озимая,1.2471571448627694,-0.14386665138801913,1.6647147431764058
2685,3750,2024 63.21.06.047.01,Самара,Вика,2023-08-26,2024-07-09,0.0,2.6,0.0,5.562264150943396,-7.281132075471696,14.387735849056607,16.1620253164557,4.34836480126084,-7.119182848272089,13.138284953030912,15.313044353938963,Злаковые,Озимая,1.2138993496825563,-0.16194922719960658,1.2494508960256958
2686,3770,2024 36.14.11.006.00,Воронеж,Соя,2023-08-28,2024-09-24,0.9431273858277146,2.5,3.919999999999999,2.1931297709923627,-0.3396946564885501,20.18931297709924,21.004081632653065,1.7125136337887563,-0.8131025003224829,18.102675238864,18.709940115341865,Бобовые,Озимая,0.4806161372036064,0.4734078438339328,2.0866377382352432
2687,3786,2024 36.14.11.008.00,Воронеж,Кукуруза,2023-08-29,2024-09-07,0.6911451778892722,7.5,7.470000000000001,2.767199999999997,-1.787999999999998,19.495999999999995,21.29042553191489,2.1640502687373435,-2.3876405420428206,18.260309930286503,19.549393443724004,Судецветные,Озимая,0.6031497312626537,0.5996405420428226,1.2356900697134918
2688,3787,2024 36.14.11.026.00,Воронеж,Кукуруза,2023-08-29,2024-09-07,0.7701082216960736,7.5,8.7,2.767199999999997,-1.787999999999998,19.495999999999995,21.29042553191489,2.1640502687373435,-2.3876405420428206,18.260309930286503,19.549393443724004,Судецветные,Озимая,0.6031497312626537,0.5996405420428226,1.2356900697134918
2689,3788,2024 36.14.11.055.00,Воронеж,Кукуруза,2023-08-29,2024-09-08,0.7993073763883359,7.5,9.18,2.767199999999997,-1.787999999999998,19.495999999999995,21.29042553191489,2.1640502687373435,-2.3876405420428206,18.260309930286503,19.549393443724004,Судецветные,Озимая,0.6031497312626537,0.5996405420428226,1.2356900697134918
2690,3801,2024 63.21.06.047.02,Самара,Вика,2023-08-29,2024-07-09,0.0,2.6,0.0,4.477142857142854,-7.276190476190471,14.935238095238097,16.75822784810127,3.990615124987219,-7.165126467665008,13.337674155666289,15.796053121520856,Злаковые,Озимая,0.4865277321556354,-0.11106400852546283,1.597563939571808
2691,3834,2024 36.14.07.052.00,Воронеж,Соя,2023-08-31,2024-09-26,0.7400307664587957,2.5,2.74,1.4374045801526714,0.8870229007633593,20.081679389312967,20.86938775510204,1.11864666463278,-0.0625937108405819,18.046103591722915,18.58302310986299,Бобовые,Озимая,0.3187579155198914,0.9496166116039413,2.0355757975900524
2692,3850,2024 56.28.10.003.02,Оренбург,Вика,2023-08-31,2024-06-18,0.0,2.8,0.0,5.858762886597938,-8.579381443298967,11.094845360824742,14.015068493150686,4.351889361960136,-7.686469390715061,9.637319769899555,12.850813383211204,Злаковые,Озимая,1.5068735246378013,-0.892912052583906,1.4575255909251865
2693,3851,2024 56.28.10.017.00,Оренбург,Вика,2023-08-31,2024-09-30,0.0,2.8,0.0,1.3628787878787876,1.1628787878787887,20.1151515151515,20.758585858585853,1.0124447959613194,0.2318198778779068,17.97032934056611,18.238298477973924,Злаковые,Озимая,0.35043399191746816,0.9310589100008819,2.1448221745853893
2694,3856,2024 63.21.06.043.02,Самара,Вика,2023-08-31,2024-07-06,0.0,2.6,0.0,4.245631067961164,-7.064077669902912,14.434951456310682,15.971428571428572,3.5837338007202764,-7.032191888671722,12.795565126006087,14.920111514517354,Злаковые,Озимая,0.6618972672408878,-0.0318857812311899,1.6393863303045944
2695,3857,2024 63.21.06.044.00,Самара,Вика,2023-08-31,2024-07-07,0.0,2.6,0.0,4.123076923076922,-6.878846153846153,14.946153846153846,16.31794871794872,3.503368228460604,-6.938977634046662,13.28510120242113,15.483237039190518,Злаковые,Озимая,0.619708694616318,0.06013148020050885,1.6610526437327167
2696,3858,2024 36.02.03.017.00,Воронеж,Соя,2023-09-01,2024-09-17,0.9126477405956539,2.2,3.28,2.0755905511811004,-0.192125984251968,20.022047244094487,21.28421052631579,1.1927299109110123,-0.9944571255820772,18.2409092710841,19.223746093162596,Бобовые,Озимая,0.882860640270088,0.8023311413301092,1.781137973010388
2697,3881,2024 63.21.06.022.06,Самара,Вика,2023-09-01,2024-07-08,0.0,2.6,0.0,4.0096153846153815,-6.4201923076923055,15.136538461538464,16.628205128205128,3.189000738339152,-6.805842372731571,13.442332231933149,15.621052902242822,Злаковые,Озимая,0.8206146462762294,0.3856500650392656,1.6942062296053155
2698,3882,2024 63.21.06.043.01,Самара,Вика,2023-09-01,2024-07-07,0.0,2.6,0.0,4.165048543689317,-6.633009708737863,14.656310679611652,16.284415584415584,3.271057610972125,-6.904449211504749,12.95626441794055,15.07330604414715,Злаковые,Озимая,0.893990932717192,0.2714395027668859,1.7000462616711012
2699,3883,2024 16.13.15.012.00,Татарстан,Вика,2023-09-02,2024-06-10,0.8174448972375224,3.4,4.3,6.164893617021271,-8.065957446808506,9.882978723404252,12.96142857142857,4.094463862340663,-7.955103706481529,8.420496132891346,11.423292633540076,Злаковые,Озимая,2.0704297546806076,-0.11085374032697715,1.4624825905129057
2700,3884,2024 36.02.03.028.00,Воронеж,Кукуруза,2023-09-02,2024-08-25,1.4350845252893227,8.9,28.48,2.9168067226890715,-1.8840336134453808,18.727731092436965,20.75730337078651,1.5805479640687017,-3.127676729526422,17.68671282688057,19.35314623457081,Судецветные,Озимая,1.3362587586203698,1.2436431160810413,1.0410182655563958
2701,3887,2024 36.14.07.039.01,Воронеж,Соя,2023-09-02,2024-09-24,0.4799539600989036,2.5,1.54,1.7325581395348797,0.9457364341085264,20.13410852713178,20.77113402061856,0.6239310313905327,-0.1889148808897857,18.06528147813921,18.585348234891047,Бобовые,Озимая,1.108627108144347,1.1346513149983122,2.0688270489925706
2702,3896,2024 63.21.06.022.03,Самара,Вика,2023-09-02,2024-07-08,0.0,2.6,0.0,4.093203883495141,-6.151456310679612,15.031067961165054,16.633766233766234,2.9416917079336438,-6.920529119272109,13.131340359934594,15.236224643202291,Злаковые,Озимая,1.1515121755614972,0.7690728085924965,1.8997276012304596
2703,3897,2024 16.13.15.009.00,Татарстан,Вика,2023-09-03,2024-06-06,0.23947997063390328,3.4,0.92,6.054347826086954,-8.003260869565214,8.996739130434781,12.57246376811594,4.108522961652282,-8.153419283027688,7.444700519254133,10.811851727603406,Злаковые,Озимая,1.9458248644346723,0.15015841346247427,1.552038611180648
2704,3898,2024 16.13.15.014.00,Татарстан,Вика,2023-09-03,2024-06-09,0.5271620430856842,3.4,2.36,5.8989247311827935,-7.90322580645161,9.623655913978492,13.13428571428571,3.954130241634516,-8.004706933013491,7.973802874016941,11.593041302226494,Злаковые,Озимая,1.9447944895482774,0.10148112656188069,1.6498530399615516
2705,3899,2024 16.13.15.015.00,Татарстан,Вика,2023-09-03,2024-06-07,0.3022808718729336,3.4,1.2,5.8989247311827935,-7.90322580645161,9.623655913978492,12.57246376811594,3.954130241634516,-8.004706933013491,7.973802874016941,10.811851727603406,Злаковые,Озимая,1.9447944895482774,0.10148112656188069,1.6498530399615516
2706,3900,2024 16.13.15.018.00,Татарстан,Вика,2023-09-03,2024-06-09,0.18232155679395465,3.4,0.68,5.8989247311827935,-7.90322580645161,9.623655913978492,13.13428571428571,3.954130241634516,-8.004706933013491,7.973802874016941,11.593041302226494,Злаковые,Озимая,1.9447944895482774,0.10148112656188069,1.6498530399615516
2707,3901,2024 16.13.15.020.00,Татарстан,Вика,2023-09-03,2024-06-15,0.4589129425515774,3.4,1.98,5.58736842105263,-7.81052631578947,10.93578947368421,13.412676056338023,3.6461485523369466,-7.847765734423732,9.209470408304757,12.314277523436404,Злаковые,Озимая,1.9412198687156832,0.037239418634261945,1.7263190653794531
2708,3902,2024 16.13.15.021.00,Татарстан,Вика,2023-09-03,2024-06-06,0.6418538861723948,3.4,3.06,6.054347826086954,-8.003260869565214,8.996739130434781,12.57246376811594,4.108522961652282,-8.153419283027688,7.444700519254133,10.811851727603406,Злаковые,Озимая,1.9458248644346723,0.15015841346247427,1.552038611180648
2709,3935,2024 16.13.15.010.00,Татарстан,Вика,2023-09-04,2024-06-07,1.290690020407429,3.4,8.959999999999999,5.5260869565217385,-7.23043478260869,9.068478260869565,12.507246376811594,3.811819316580276,-7.9564564349837426,7.639696743425863,10.927451020916244,Злаковые,Озимая,1.7142676399414625,0.7260216523750529,1.428781517443702
2710,3936,2024 16.13.18.003.00,Татарстан,Вика,2023-09-04,2024-06-10,0.36953309888210106,3.4,1.52,5.39247311827957,-7.164516129032252,9.698924731182796,12.982857142857144,3.659541689520272,-7.80713445390996,8.183801761395845,11.709799862313144,Злаковые,Озимая,1.732931428759298,0.6426183248777075,1.515122969786951
2711,3937,2024 16.13.18.004.00,Татарстан,Вика,2023-09-04,2024-06-10,0.6135945488579916,3.4,2.88,5.39247311827957,-7.164516129032252,9.698924731182796,12.982857142857144,3.659541689520272,-7.80713445390996,8.183801761395845,11.709799862313144,Злаковые,Озимая,1.732931428759298,0.6426183248777075,1.515122969786951
2712,3938,2024 16.13.18.006.00,Татарстан,Вика,2023-09-04,2024-06-12,1.4343839998666295,3.4,10.87,5.219148936170213,-7.078723404255314,10.309574468085108,12.982857142857144,3.5035891183551637,-7.703335151208789,8.781669118544118,11.709799862313144,Злаковые,Озимая,1.7155598178150493,0.6246117469534749,1.5279053495409904
2713,3939,2024 16.13.18.008.00,Татарстан,Вика,2023-09-04,2024-07-08,0.8766934772497957,3.4,4.77,3.3485436893203886,-5.2,15.192233009708746,16.476623376623383,2.422165936030093,-6.618588865840082,13.382004640246686,15.387779778755894,Злаковые,Озимая,0.9263777532902955,1.418588865840082,1.8102283694620596
2714,3942,2024 36.14.07.056.01,Воронеж,Соя,2023-09-04,2024-09-27,0.46499108742219125,2.5,1.48,1.2792307692307687,1.8630769230769224,19.814615384615383,20.334020618556707,0.0645942126960875,0.5384617017249288,17.86156071358588,18.37017351144723,Бобовые,Озимая,1.2146365565346813,1.3246152213519937,1.953054671029502
