,field,region,land_type,fertility_score,season,crop,crop_predecessor,crop_yearold,area,hybrid,reproduction,seed_origin,technology,yield_plan,p2o5,k2o,humus,ph,yield_plan_full
1643,62.18.04.023.00,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,95.5,Ликамеро,РС-2,Свои,минимальная,3.9,161.04,114.73,5.41,6.64,372.45
1644,62.18.04.024.00,Рязань,пашня,4.0,2023,Люцерна пр.лет корм,Кукуруза силос,5.0,10.92,БН 06-18,РСт,Покупные,минимальная,3.83,262.9,90.2,5.39,6.16,41.8236
1645,62.18.04.025.00,Рязань,пашня,4.0,2023,Люцерна пр.лет корм,Кукуруза силос,5.0,155.58,БН 06-18,РСт,Покупные,минимальная,3.83,233.48,96.04,5.42,6.37,595.8714000000001
1646,62.18.04.026.00,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,135.44,Ликамеро,РС-2,Свои,минимальная,3.9,123.36,200.36,5.22,5.67,528.216
1647,62.18.04.027.00,Рязань,пашня,4.0,2023,Люцерна пр.лет корм,Кукуруза силос,4.0,100.56,БН 06-18,РСт,Покупные,минимальная,3.83,86.5,169.4,5.49,5.87,385.14480000000003
1648,62.18.04.028.00,Рязань,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,95.67,П 7515,F1,Покупные,минимальная,5.8,68.31,204.49,5.81,5.29,554.886
1649,62.18.04.029.01,Рязань,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,183.0,Талисман,F1,Покупные,минимальная,5.8,70.65,120.49,5.67,5.47,1061.3999999999999
1650,62.18.04.029.02,Рязань,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,41.96,Талисман,F1,Покупные,минимальная,5.8,70.65,120.49,5.67,5.47,243.368
1651,62.18.04.030.00,Рязань,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,46.25,П 7043,F1,Покупные,минимальная,5.8,92.4,117.04,6.27,5.48,268.25
1652,62.18.04.031.01,Рязань,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,349.76,П 7043,F1,Покупные,минимальная,5.8,123.29,184.94,6.38,5.73,2028.608
1653,62.18.04.031.02,Рязань,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,12.7,П 7043,F1,Покупные,минимальная,5.8,123.29,184.94,6.38,5.73,73.66
1654,62.18.04.032.00,Рязань,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,203.85,Талисман,F1,Покупные,минимальная,5.8,157.61,294.49,6.52,6.01,1182.33
1655,62.18.04.033.00,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,21.2,Ликамеро,РС-2,Свои,минимальная,3.9,224.95,205.15,4.84,6.0,82.67999999999999
1656,62.18.07.001.00,Рязань,пашня,4.0,2023,Подсолнечник,Кукуруза силос,0.0,412.39,Фаусто,F1,Покупные,классическая с плугом,2.46,145.84,228.61,6.24,5.74,1014.4793999999999
1657,62.18.07.002.01,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,324.55,Аргента,РС-1,Свои,минимальная,1.7,163.15,204.6,5.78,5.4,551.735
1658,62.18.07.002.02,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,281.12,Канюк,РС-1,Свои,минимальная,3.9,163.15,204.6,5.78,5.4,1096.368
1659,62.18.07.003.00,Рязань,пашня,4.0,2023,Подсолнечник,Кукуруза силос,0.0,304.67,Суберик,F1,Покупные,классическая с плугом,2.46,168.97,178.17,5.25,5.52,749.4882
1660,62.18.07.004.00,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,34.12,Канюк,ЭС,Покупные,минимальная,3.9,294.8,258.78,5.89,5.47,133.06799999999998
1661,62.18.07.005.00,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,10.6,Канюк,ЭС,Покупные,минимальная,3.9,215.6,180.4,4.73,5.61,41.339999999999996
1662,62.18.07.006.01,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,35.0,Одета,ЭС,Покупные,минимальная,3.9,261.8,279.22,4.89,5.88,136.5
1663,62.18.07.006.02,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,7.67,Канюк,РС-1,Свои,минимальная,3.9,261.8,279.22,4.89,5.88,29.913
1664,62.18.07.007.00,Рязань,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,185.94,П 7515,F1,Покупные,минимальная,5.8,144.25,156.7,6.4,5.8,1078.452
1665,62.18.07.008.01,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,67.3,Аргента,РС-1,Покупные,минимальная,1.7,134.13,195.11,6.26,5.53,114.41
1666,62.18.07.008.02,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,329.57,Сиберия,РС-2,Свои,минимальная,1.7,134.13,195.11,6.26,5.53,560.269
1667,62.18.07.009.00,Рязань,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,206.6,П 7043,F1,Покупные,минимальная,5.8,259.49,171.2,6.13,6.05,1198.28
1668,62.18.07.010.00,Рязань,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,221.85,П 7043,F1,Покупные,минимальная,5.8,175.05,188.87,5.56,5.92,1286.73
1669,62.18.07.011.00,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,183.68,Сиберия,РС-2,Свои,нулевая с прямым посевом,1.7,224.45,181.91,5.41,6.22,312.25600000000003
1670,62.18.07.012.00,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,39.61,Канюк,РС-1,Свои,минимальная,3.9,196.46,108.02,5.35,5.46,154.47899999999998
1671,62.18.07.013.00,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,136.71,Сиберия,РС-2,Свои,нулевая с прямым посевом,1.7,207.21,223.64,5.57,5.62,232.407
1672,62.18.07.015.00,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,168.4,Канюк,РС-1,Свои,минимальная,3.9,250.37,213.97,4.79,5.85,656.76
1673,62.18.08.001.00,Рязань,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,52.28,П 7515,F1,Покупные,минимальная,5.8,200.93,202.4,4.03,5.92,303.224
1675,62.18.08.003.00,Рязань,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,32.9,П 7515,F1,Покупные,минимальная,5.8,361.9,391.6,4.51,6.44,190.82
1676,62.18.08.004.00,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,42.02,Ликамеро,РС-2,Свои,минимальная,3.9,293.04,383.46,5.5,5.59,163.87800000000001
1677,62.18.08.006.00,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,49.03,Ликамеро,РС-2,Свои,минимальная,3.9,263.45,242.55,5.5,5.78,191.217
1678,62.18.08.007.00,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,155.88,Ликамеро,РС-2,Свои,минимальная,3.9,212.59,277.14,5.35,5.76,607.932
1679,62.18.08.008.00,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,66.61,Ликамеро,РС-2,Свои,минимальная,3.9,115.5,160.88,4.83,5.64,259.779
1680,62.18.08.009.01,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,47.0,Ликамеро,РС-2,Свои,минимальная,3.9,139.99,166.33,4.97,5.64,183.29999999999998
1681,62.18.08.009.02,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,20.0,Канюк,РС-1,Свои,минимальная,3.9,139.99,166.33,4.97,5.64,78.0
1682,62.18.08.009.03,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,84.66,Канюк,РС-2,Свои,минимальная,3.9,139.99,166.33,4.97,5.64,330.174
1683,62.18.08.010.01,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,64.0,Ликамеро,РС-2,Свои,минимальная,3.9,184.39,233.2,5.45,6.16,249.6
1684,62.18.08.010.02,Рязань,пашня,4.0,2023,Пар,Кукуруза силос,0.0,3.26,(нет сорта),ЭС,Покупные,минимальная,3.5,184.39,233.2,5.45,6.16,11.41
1685,62.18.08.011.01,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,33.2,Ликамеро,РС-2,Свои,минимальная,3.9,122.78,248.81,5.31,5.47,129.48000000000002
1686,62.18.08.011.02,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,133.86,Ликамеро,РС-2,Свои,минимальная,3.9,122.78,248.81,5.31,5.47,522.0540000000001
1687,62.18.08.012.00,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,35.92,Сиберия,РС-2,Свои,минимальная,1.7,145.48,219.45,5.06,5.28,61.064
1688,62.18.08.013.00,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,244.13,Аргента,РС-1,Покупные,минимальная,1.7,151.43,216.41,5.14,5.61,415.02099999999996
1689,62.18.08.014.00,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,236.95,Аргента,РС-2,Свои,минимальная,1.7,189.87,227.5,5.01,5.65,402.815
1690,62.18.08.015.00,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,226.67,Сиберия,РС-2,Свои,минимальная,1.7,266.04,209.31,5.33,5.93,385.33899999999994
1691,62.18.08.016.00,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,145.98,Сиберия,РС-2,Свои,минимальная,1.7,183.27,199.96,5.33,5.34,248.16599999999997
1692,62.18.11.001.01,Рязань,пашня,4.0,2023,Яр.ячмень,Кукуруза силос,0.0,37.25,Вакула,РС-1,Свои,минимальная,3.9,164.14,147.85,5.99,5.59,145.275
1693,62.18.11.001.02,Рязань,пашня,4.0,2023,Яр.ячмень,Кукуруза силос,0.0,191.39,Маргрет,РС-2,Свои,минимальная,3.9,164.14,147.85,5.99,5.59,746.4209999999999
1694,62.18.11.002.01,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,78.73,Аляска,РС-3,Свои,минимальная,1.7,183.43,179.19,5.58,5.54,133.841
1695,62.18.11.002.02,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,95.33,Аргента,РС-1,Покупные,минимальная,1.7,183.43,179.19,5.58,5.54,162.061
1696,62.18.11.003.00,Рязань,пашня,4.0,2023,Яр.ячмень,Кукуруза силос,0.0,118.05,Вакула,РС-1,Свои,классическая с плугом,3.9,193.01,144.76,5.43,5.46,460.395
1697,62.18.11.004.00,Рязань,пашня,4.0,2023,Яр.ячмень,Кукуруза силос,0.0,166.68,Вакула,РС-1,Свои,классическая с плугом,3.9,179.85,249.1,5.03,5.68,650.052
1698,62.18.11.005.00,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,186.25,Сиберия,РС-2,Свои,минимальная,1.7,271.7,207.35,4.97,5.82,316.625
1699,62.18.11.006.01,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,106.96,Ликамеро,РС-2,Свои,минимальная,3.9,199.39,146.48,6.16,5.68,417.14399999999995
1700,62.18.11.006.02,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,144.62,Ликамеро,РС-2,Свои,минимальная,3.9,199.39,146.48,6.16,5.68,564.018
1701,62.18.11.007.00,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,239.34,Аргента,РС-1,Свои,минимальная,1.7,255.62,211.12,4.95,5.74,406.878
1702,62.18.11.008.01,Рязань,пашня,4.0,2023,Чечевица,Кукуруза силос,0.0,170.79,Рэдкот,РС-2,Свои,минимальная,1.88,197.22,205.31,6.07,5.64,321.0852
1703,62.18.11.008.02,Рязань,пашня,4.0,2023,Чечевица,Кукуруза силос,0.0,109.98,Кермит,РС-1,Покупные,минимальная,1.88,197.22,205.31,6.07,5.64,206.76239999999999
1704,62.18.11.008.03,Рязань,пашня,4.0,2023,Чечевица,Кукуруза силос,0.0,54.6,Рэдкот,РС-2,Свои,минимальная,1.88,197.22,205.31,6.07,5.64,102.648
1705,62.18.11.009.00,Рязань,пашня,4.0,2023,Чечевица,Кукуруза силос,0.0,455.36,Рэдбоу,РС-3,Свои,минимальная,1.88,206.43,202.01,5.12,5.74,856.0767999999999
1706,62.23.01.001.01,Рязань,пашня,4.0,2023,Чечевица,Кукуруза силос,0.0,87.02,Рэдкот,РС-1,Свои,минимальная,1.88,122.11,172.52,4.23,5.56,163.59759999999997
1707,62.23.01.001.02,Рязань,пашня,4.0,2023,Чечевица,Кукуруза силос,0.0,221.28,Рэдбоу,РС-3,Свои,минимальная,1.88,122.11,172.52,4.23,5.56,416.0064
1708,62.23.01.001.03,Рязань,пашня,4.0,2023,Чечевица,Кукуруза силос,0.0,90.18,Рэдкот,РС-2,Свои,минимальная,1.88,122.11,172.52,4.23,5.56,169.5384
1709,62.23.01.002.01,Рязань,пашня,4.0,2023,Кукуруза корнаж,Кукуруза силос,0.0,52.38,П 7043,F1,Покупные,минимальная,5.49,129.87,183.15,4.36,5.63,287.56620000000004
1710,62.23.01.002.02,Рязань,пашня,4.0,2023,Кукуруза корнаж,Кукуруза силос,0.0,28.0,Талисман,F1,Покупные,минимальная,5.49,129.87,183.15,4.36,5.63,153.72
1711,62.23.01.003.00,Рязань,пашня,4.0,2023,Кукуруза корнаж,Кукуруза силос,0.0,14.69,Талисман,F1,Покупные,минимальная,5.49,111.87,102.3,4.84,5.11,80.6481
1712,62.23.01.004.00,Рязань,пашня,4.0,2023,Оз.пшеница мягкая,Кукуруза силос,0.0,35.92,Бирюза,РС-1,Свои,минимальная,4.8,73.65,116.73,5.17,5.71,172.416
1713,62.23.01.005.01,Рязань,пашня,4.0,2023,Чечевица,Кукуруза силос,0.0,45.39,Донская,СЭ,Покупные,минимальная,1.88,75.97,144.91,4.39,5.23,85.33319999999999
1714,62.23.01.005.02,Рязань,пашня,4.0,2023,Чечевица,Кукуруза силос,0.0,32.0,Рэдкот,РС-2,Свои,минимальная,1.88,75.97,144.91,4.39,5.23,60.16
1715,62.23.01.006.01,Рязань,пашня,4.0,2023,Кукуруза корнаж,Кукуруза силос,0.0,44.0,П 7043,F1,Покупные,минимальная,5.49,83.24,223.03,5.05,5.46,241.56
1716,62.23.01.006.02,Рязань,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,176.18,П 7043,F1,Покупные,минимальная,5.8,83.24,223.03,5.05,5.46,1021.844
1717,62.23.01.007.00,Рязань,пашня,4.0,2023,Подсолнечник,Кукуруза силос,0.0,215.97,Сумико,F1,Покупные,минимальная,2.46,67.45,127.76,4.86,5.0,531.2862
1718,62.23.01.008.00,Рязань,пашня,4.0,2023,Люцерна 1 г.ж.корм,Кукуруза силос,1.0,29.54,Сарга,РС-1,Покупные,минимальная,1.28,77.99,118.07,4.51,5.34,37.8112
1719,62.23.02.001.01,Рязань,пашня,4.0,2023,Кукуруза силос,Кукуруза силос,0.0,20.0,Талисман,F1,Покупные,минимальная,6.38,260.42,230.68,3.91,6.04,127.6
1720,62.23.02.001.02,Рязань,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,123.67,Талисман,F1,Покупные,минимальная,5.8,260.42,230.68,3.91,6.04,717.286
1721,62.23.02.002.00,Рязань,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,27.9,Талисман,F1,Покупные,минимальная,5.8,142.56,159.13,3.52,5.92,161.82
1722,62.23.02.003.00,Рязань,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,47.01,Талисман,F1,Покупные,минимальная,5.8,253.18,305.98,3.69,6.17,272.65799999999996
1723,62.23.02.004.01,Рязань,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,55.0,Талисман,F1,Покупные,минимальная,5.8,359.4,238.56,3.85,5.88,319.0
1725,62.23.02.005.00,Рязань,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,9.57,Талисман,F1,Покупные,минимальная,5.8,225.72,286.0,5.61,5.5,55.506
1726,62.23.02.006.00,Рязань,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,111.15,Талисман,F1,Покупные,минимальная,5.8,258.63,250.96,3.79,5.71,644.67
1727,62.23.03.001.01,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,143.38,Пруденс,РС-2,Свои,минимальная,1.7,62.63,154.79,3.04,5.68,243.74599999999998
1729,62.23.03.002.00,Рязань,пашня,4.0,2023,Чечевица,Кукуруза силос,0.0,102.55,Кермит,РС-1,Покупные,минимальная,1.88,190.24,166.02,5.09,6.03,192.79399999999998
1730,62.23.03.003.01,Рязань,пашня,4.0,2023,Чечевица,Кукуруза силос,0.0,20.4,Кермит,РС-1,Покупные,минимальная,1.9,60.11,134.2,5.06,5.84,38.76
1731,62.23.03.003.02,Рязань,пашня,4.0,2023,Чечевица,Кукуруза силос,0.0,12.0,Рэдкот,РС-2,Свои,минимальная,1.9,60.11,134.2,5.06,5.84,22.799999999999997
1732,62.23.03.004.00,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,239.0,Ликамеро,РС-2,Свои,минимальная,3.9,111.17,237.64,5.96,5.4,932.1
1733,62.23.03.005.00,Рязань,пашня,4.0,2023,Чечевица,Кукуруза силос,0.0,112.26,Рэдбоу,РС-2,Свои,минимальная,1.9,76.69,299.2,6.03,5.77,213.294
1735,62.23.03.006.02,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,19.0,Пруденс,РС-1,Свои,минимальная,1.7,50.01,211.61,3.19,5.38,32.3
1736,62.23.03.006.03,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,58.79,Пруденс,РС-2,Свои,минимальная,1.7,50.01,211.61,3.19,5.38,99.943
1737,62.23.03.007.01,Рязань,пашня,4.0,2023,Яр.ячмень,Кукуруза силос,0.0,196.18,Калькюль,ЭС,Покупные,минимальная,3.9,72.16,223.42,5.59,5.4,765.102
1739,62.23.03.008.01,Рязань,пашня,4.0,2023,Чечевица,Кукуруза силос,0.0,109.0,Рэдбоу,РС-2,Свои,минимальная,1.9,94.63,189.27,5.9,5.57,207.1
1741,62.23.03.009.01,Рязань,пашня,4.0,2023,Яр.ячмень,Кукуруза силос,0.0,20.34,Маргрет,РС-2,Свои,минимальная,3.9,100.18,280.06,6.38,5.36,79.326
1742,62.23.03.009.02,Рязань,пашня,4.0,2023,Яр.ячмень,Кукуруза силос,0.0,59.95,Калькюль,ЭС,Покупные,минимальная,3.9,100.18,280.06,6.38,5.36,233.805
1743,62.23.03.009.03,Рязань,пашня,4.0,2023,Яр.ячмень,Кукуруза силос,0.0,24.39,Маргрет,РС-2,Свои,минимальная,3.9,100.18,280.06,6.38,5.36,95.121
1744,62.23.06.001.01,Рязань,пашня,4.0,2023,Кукуруза корнаж,Кукуруза силос,0.0,2.0,П 7043,F1,Покупные,минимальная,5.49,134.64,242.34,4.29,5.03,10.98
1745,62.23.06.001.02,Рязань,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,98.4,П 7043,F1,Покупные,минимальная,5.8,134.64,242.34,4.29,5.03,570.72
1747,62.23.06.003.00,Рязань,пашня,4.0,2023,Люцерна пр.лет корм,Кукуруза силос,4.0,86.12,БН 06-18,РСт,Покупные,минимальная,3.83,148.77,189.5,4.43,5.38,329.8396
1748,62.23.06.004.00,Рязань,пашня,4.0,2023,Оз.пшеница мягкая,Кукуруза силос,0.0,179.35,Бирюза,РС-1,Свои,минимальная,4.9,170.16,146.34,4.58,5.77,878.815
1749,62.23.06.005.00,Рязань,пашня,4.0,2023,Оз.пшеница мягкая,Кукуруза силос,0.0,85.83,Безостая 100,ЭС,Покупные,минимальная,4.9,163.57,162.58,4.59,5.91,420.567
1750,62.23.06.006.00,Рязань,пашня,4.0,2023,Люцерна пр.лет корм,Кукуруза силос,5.0,92.3,БН 06-18,РСт,Покупные,минимальная,3.83,295.37,168.3,4.49,5.72,353.509
1751,62.23.06.007.00,Рязань,пашня,4.0,2023,Кукуруза силос,Кукуруза силос,0.0,156.76,Компетенс,F1,Покупные,минимальная,6.38,110.84,111.6,4.88,5.37,1000.1288
1752,62.23.06.008.00,Рязань,пашня,4.0,2023,Люцерна пр.лет корм,Кукуруза силос,5.0,34.76,БН 06-18,РСт,Покупные,минимальная,3.83,86.9,80.67,4.95,5.35,133.1308
1753,62.23.06.009.01,Рязань,пашня,4.0,2023,Кукуруза силос,Кукуруза силос,0.0,3.0,РОСС-195,F1,Покупные,минимальная,6.38,78.43,107.14,4.86,5.74,19.14
1754,62.23.06.009.02,Рязань,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,33.23,РОСС-195,F1,Покупные,минимальная,5.8,78.43,107.14,4.86,5.74,192.73399999999998
1755,62.23.06.010.00,Рязань,пашня,4.0,2023,Люцерна пр.лет корм,Кукуруза силос,6.0,1.93,Артемида,РСт,Покупные,минимальная,3.83,492.03,276.1,6.6,6.6,7.3919
1756,62.23.06.011.00,Рязань,пашня,4.0,2023,Люцерна пр.лет корм,Кукуруза силос,6.0,2.59,Артемида,РСт,Покупные,минимальная,3.83,349.14,742.5,6.27,5.17,9.919699999999999
1757,62.23.06.012.00,Рязань,пашня,4.0,2023,Люцерна пр.лет корм,Кукуруза силос,6.0,3.46,Артемида,РСт,Покупные,минимальная,3.83,298.43,371.8,5.5,5.5,13.2518
1758,62.23.06.013.00,Рязань,пашня,4.0,2023,Люцерна пр.лет корм,Кукуруза силос,6.0,4.51,Артемида,РСт,Покупные,минимальная,3.83,326.37,220.0,6.16,5.06,17.2733
1759,62.23.06.014.00,Рязань,пашня,4.0,2023,Люцерна пр.лет корм,Кукуруза силос,6.0,3.76,Артемида,РСт,Покупные,минимальная,3.83,382.58,413.6,4.95,6.6,14.4008
1765,62.23.06.020.01,Рязань,пашня,3.0,2023,Кукуруза зерно,Кукуруза силос,0.0,8.0,РОСС-195,F1,Покупные,минимальная,5.8,243.65,385.0,5.5,5.39,46.4
1766,62.23.06.020.02,Рязань,пашня,3.0,2023,Пар,Кукуруза силос,0.0,2.15,(нет сорта),ЭС,Покупные,минимальная,4.14,243.65,385.0,5.5,5.39,8.901
1767,62.23.06.021.00,Рязань,пашня,3.0,2023,Кукуруза зерно,Кукуруза силос,0.0,23.47,П 7043,F1,Покупные,минимальная,5.8,208.6,304.7,4.4,5.72,136.12599999999998
1768,62.23.06.022.00,Рязань,пашня,3.0,2023,Кукуруза зерно,Кукуруза силос,0.0,14.34,П 7043,F1,Покупные,минимальная,5.8,69.47,230.45,4.4,5.23,83.172
1769,62.23.06.023.00,Рязань,пашня,3.0,2023,Кукуруза зерно,Кукуруза силос,0.0,13.29,П 7043,F1,Покупные,минимальная,5.8,72.38,211.2,5.94,5.06,77.082
1770,62.23.06.024.00,Рязань,пашня,3.0,2023,Кукуруза зерно,Кукуруза силос,0.0,13.71,П 7043,F1,Покупные,минимальная,5.8,155.16,245.85,4.95,5.39,79.518
1771,62.23.06.025.00,Рязань,пашня,3.0,2023,Кукуруза зерно,Кукуруза силос,0.0,25.12,РОСС-195,F1,Покупные,минимальная,5.8,144.8,163.9,5.17,5.35,145.696
1772,62.23.06.026.00,Рязань,пашня,3.0,2023,Кукуруза зерно,Кукуруза силос,0.0,20.2,РОСС-195,F1,Покупные,минимальная,5.8,150.63,268.77,4.66,4.73,117.16
1773,62.23.06.027.00,Рязань,пашня,3.0,2023,Кукуруза зерно,Кукуруза силос,0.0,7.79,П 7043,F1,Покупные,минимальная,5.8,357.83,317.9,4.84,5.28,45.182
1774,62.23.06.028.00,Рязань,пашня,3.0,2023,Кукуруза зерно,Кукуруза силос,0.0,47.43,РОСС-195,F1,Покупные,минимальная,5.8,193.71,275.88,4.84,5.41,275.094
1776,62.23.06.030.00,Рязань,пашня,3.0,2023,Кукуруза зерно,Кукуруза силос,0.0,8.52,РОСС-195,F1,Покупные,минимальная,5.8,106.81,220.0,3.85,5.72,49.416
1780,62.23.06.034.00,Рязань,пашня,3.0,2023,Кукуруза зерно,Кукуруза силос,0.0,13.89,РОСС-195,F1,Покупные,минимальная,5.8,82.67,256.85,6.05,5.66,80.562
1781,62.23.06.035.00,Рязань,пашня,3.0,2023,Кукуруза зерно,Кукуруза силос,0.0,12.36,РОСС-195,F1,Покупные,минимальная,5.8,106.7,217.8,4.95,5.83,71.68799999999999
1782,62.23.06.036.00,Рязань,пашня,3.0,2023,Кукуруза зерно,Кукуруза силос,0.0,9.36,РОСС-195,F1,Покупные,минимальная,5.8,231.0,390.5,6.16,6.33,54.288
1783,62.23.06.037.00,Рязань,пашня,3.0,2023,Кукуруза зерно,Кукуруза силос,0.0,10.12,РОСС-195,F1,Покупные,минимальная,5.8,72.16,237.6,4.4,5.61,58.69599999999999
1784,62.23.06.038.00,Рязань,пашня,3.0,2023,Кукуруза зерно,Кукуруза силос,0.0,10.16,РОСС-195,F1,Покупные,минимальная,5.8,90.97,234.3,6.49,5.39,58.928
1785,62.23.06.039.00,Рязань,пашня,3.0,2023,Кукуруза зерно,Кукуруза силос,0.0,12.7,РОСС-195,F1,Покупные,минимальная,5.8,90.31,272.8,4.62,5.39,73.66
1786,62.23.06.040.00,Рязань,пашня,4.0,2023,Кукуруза силос,Кукуруза силос,0.0,12.98,Талисман,F1,Покупные,минимальная,6.38,59.62,97.9,3.3,5.72,82.8124
1787,62.23.06.041.00,Рязань,пашня,4.0,2023,Люцерна 1 г.ж.корм,Кукуруза силос,1.0,10.59,Сарга,РС-1,Покупные,минимальная,1.28,101.09,66.0,5.06,5.61,13.5552
1788,62.23.06.042.00,Рязань,пашня,4.0,2023,Люцерна 1 г.ж.корм,Кукуруза силос,1.0,5.08,Сарга,РС-1,Покупные,минимальная,1.28,321.53,644.6,4.4,6.16,6.502400000000001
1789,62.23.06.043.00,Рязань,пашня,3.0,2023,Кукуруза силос,Кукуруза силос,0.0,43.35,Компетенс,F1,Покупные,минимальная,6.38,203.35,156.38,4.11,5.93,276.573
1790,62.23.06.044.00,Рязань,пашня,3.0,2023,Кукуруза силос,Кукуруза силос,0.0,131.03,Компетенс,F1,Покупные,минимальная,6.38,195.3,209.28,4.67,5.51,835.9714
1791,62.23.06.045.00,Рязань,пашня,3.0,2023,Кукуруза силос,Кукуруза силос,0.0,40.72,Компетенс,F1,Покупные,минимальная,6.38,247.98,90.2,4.62,5.46,259.79359999999997
1792,62.23.06.046.00,Рязань,пашня,3.0,2023,Кукуруза силос,Кукуруза силос,0.0,18.66,Компетенс,F1,Покупные,минимальная,6.38,182.16,68.75,4.51,5.14,119.0508
1793,62.23.06.047.00,Рязань,пашня,4.0,2023,Люцерна пр.лет корм,Кукуруза силос,2.0,295.06,Сарга,РСт,Покупные,минимальная,3.83,114.35,147.18,5.56,5.3,1130.0798
1794,62.23.06.048.01,Рязань,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,34.29,Дельфин,F1,Покупные,минимальная,5.8,100.41,135.67,5.61,6.16,198.88199999999998
1795,62.23.06.048.02,Рязань,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,16.0,Компетенс,F1,Покупные,минимальная,5.8,100.41,135.67,5.61,6.16,92.8
1796,62.23.06.049.00,Рязань,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,18.54,Дельфин,F1,Покупные,минимальная,5.8,142.5,172.7,6.05,5.39,107.532
