,field,region,land_type,fertility_score,season,crop,crop_predecessor,crop_yearold,area,hybrid,reproduction,seed_origin,technology,yield_plan,p2o5,k2o,humus,ph,yield_plan_full
7382,36.14.16.005.00,Воронеж,пашня,3.0,2024,Яр.ячмень,Кукуруза силос,0.0,44.38,Травелер,ЭС,Покупные,нулевая с прямым посевом,3.2,5.5,63.8,48.88,4.51,142.01600000000002
7383,36.14.16.007.00,Воронеж,пашня,3.0,2024,Яр.ячмень,Кукуруза силос,0.0,53.08,Травелер,ЭС,Покупные,нулевая с прямым посевом,3.2,5.72,106.7,58.39,5.72,169.856
7384,36.14.16.010.00,Воронеж,пашня,1.0,2024,Яр.ячмень,Кукуруза силос,0.0,6.59,Травелер,ЭС,Покупные,нулевая с прямым посевом,3.2,5.28,52.8,7.54,1.65,21.088
7385,36.14.16.011.00,Воронеж,пашня,1.0,2024,Яр.ячмень,Кукуруза силос,0.0,16.56,Травелер,ЭС,Покупные,нулевая с прямым посевом,3.2,5.28,35.2,18.22,1.87,52.992
7386,36.14.16.012.00,Воронеж,пашня,3.0,2024,Соя,Кукуруза силос,0.0,65.19,ОАК Пруденс,РС-1,Свои,нулевая с прямым посевом,1.3,5.5,70.4,13.033869995695222,3.96,84.747
7387,36.14.16.014.00,Воронеж,пашня,3.0,2024,Яр.ячмень,Кукуруза силос,0.0,75.8,Маргрет,ЭС,Покупные,нулевая с прямым посевом,3.2,5.72,122.1,13.033869995695222,5.83,242.56
7388,36.14.16.016.00,Воронеж,пашня,2.0,2024,Соя,Кукуруза силос,0.0,51.23,Белгородская 7,РС-1,Свои,нулевая с прямым посевом,1.3,5.06,48.4,56.44,2.64,66.599
7389,36.14.16.017.00,Воронеж,пашня,2.0,2024,Пар,Кукуруза силос,0.0,19.31,(нет сорта),ЭС,Покупные,нулевая с прямым посевом,6.48,5.06,30.8,21.24,1.98,125.1288
7390,36.14.16.018.00,Воронеж,пашня,2.0,2024,Пар,Кукуруза силос,0.0,19.81,(нет сорта),ЭС,Покупные,нулевая с прямым посевом,6.48,4.95,85.8,21.88,3.52,128.3688
7391,36.14.16.020.00,Воронеж,пашня,2.0,2024,Яр.ячмень,Кукуруза силос,0.0,23.66,Травелер,ЭС,Покупные,нулевая с прямым посевом,3.2,5.72,57.2,26.03,4.84,75.712
7392,36.14.16.021.00,Воронеж,пашня,2.0,2024,Пар,Кукуруза силос,0.0,19.31,(нет сорта),ЭС,Покупные,нулевая с прямым посевом,6.48,4.95,48.4,21.24,2.42,125.1288
7393,36.14.16.022.00,Воронеж,пашня,3.0,2024,Яр.ячмень,Кукуруза силос,0.0,74.59,Маргрет,ЭС,Покупные,нулевая с прямым посевом,3.2,5.39,145.2,13.033869995695222,5.39,238.68800000000002
7394,36.14.16.025.00,Воронеж,пашня,2.0,2024,Пар,Кукуруза силос,0.0,47.21,(нет сорта),ЭС,Покупные,минимальная,4.5,5.28,58.3,52.04,2.86,212.445
7395,36.14.16.026.00,Воронеж,пашня,2.0,2024,Соя,Кукуруза силос,0.0,51.77,ОАК Пруденс,РС-1,Свои,нулевая с прямым посевом,1.3,5.17,44.0,56.98,2.97,67.301
7396,36.14.16.028.00,Воронеж,пашня,2.0,2024,Соя,Кукуруза силос,0.0,90.89,ОАК Пруденс,РС-1,Свои,нулевая с прямым посевом,1.3,5.61,51.7,13.033869995695222,3.85,118.15700000000001
7397,36.14.16.029.00,Воронеж,пашня,2.0,2024,Соя,Кукуруза силос,0.0,5.68,ОАК Пруденс,РС-1,Свои,нулевая с прямым посевом,1.3,5.5,30.8,6.25,2.64,7.3839999999999995
7398,36.14.16.030.00,Воронеж,пашня,2.0,2024,Соя,Кукуруза силос,0.0,7.48,ОАК Пруденс,РС-1,Свои,нулевая с прямым посевом,1.3,5.28,29.7,8.23,2.42,9.724
7399,36.14.16.034.00,Воронеж,пашня,4.0,2024,Соя,Кукуруза силос,0.0,89.98,Белгородская 7,РС-1,Свои,нулевая с прямым посевом,1.3,5.61,124.3,13.033869995695222,4.51,116.974
7400,36.14.16.036.00,Воронеж,пашня,4.0,2024,Соя,Кукуруза силос,0.0,50.74,Белгородская 7,РС-1,Свои,нулевая с прямым посевом,1.3,5.72,182.6,55.81,4.62,65.962
7401,36.14.16.037.01,Воронеж,пашня,4.0,2024,Соя,Кукуруза силос,0.0,57.48,Белгородская 7,РС-1,Свои,нулевая с прямым посевом,1.3,5.72,172.7,13.033869995695222,4.62,74.724
7403,36.14.16.038.00,Воронеж,пашня,4.0,2024,Соя,Кукуруза силос,0.0,37.25,Белгородская 7,РС-1,Свои,нулевая с прямым посевом,1.3,5.72,151.8,40.96,4.18,48.425000000000004
7404,36.14.16.039.00,Воронеж,пашня,4.0,2024,Соя,Кукуруза силос,0.0,23.27,Белгородская 7,РС-1,Свои,нулевая с прямым посевом,1.3,5.61,106.7,25.6,4.29,30.251
7405,36.14.16.040.00,Воронеж,пашня,4.0,2024,Соя,Кукуруза силос,0.0,54.91,Белгородская 7,РС-1,Свои,нулевая с прямым посевом,1.3,5.61,184.8,60.4,3.19,71.383
7406,36.14.16.041.00,Воронеж,пашня,3.0,2024,Соя,Кукуруза силос,0.0,82.51,Белгородская 7,РС-1,Свои,нулевая с прямым посевом,1.3,6.6,144.1,13.033869995695222,4.07,107.263
7407,36.14.16.042.01,Воронеж,пашня,3.0,2024,Соя,Кукуруза силос,0.0,21.42,Белгородская 7,РС-1,Свои,нулевая с прямым посевом,1.3,6.38,223.3,23.55,3.74,27.846000000000004
7409,36.14.16.043.00,Воронеж,пашня,3.0,2024,Соя,Кукуруза силос,0.0,81.41,Белгородская 7,РС-1,Свои,нулевая с прямым посевом,1.3,7.7,245.3,16.53,3.3,105.833
7410,36.14.16.046.00,Воронеж,пашня,3.0,2024,Соя,Кукуруза силос,0.0,63.51,Белгородская 7,РС-1,Свои,нулевая с прямым посевом,1.3,5.94,173.8,13.033869995695222,3.41,82.563
7411,36.14.16.047.00,Воронеж,пашня,3.0,2024,Соя,Кукуруза силос,0.0,106.09,Белгородская 7,РС-1,Свои,нулевая с прямым посевом,1.3,7.7,266.2,26.82,3.52,137.917
7412,36.14.16.048.00,Воронеж,пашня,3.0,2024,Соя,Кукуруза силос,0.0,15.91,Белгородская 7,РС-1,Свои,нулевая с прямым посевом,1.3,7.7,229.9,17.64,3.19,20.683
7413,36.14.16.049.00,Воронеж,пашня,4.0,2024,Соя,Кукуруза силос,0.0,11.21,Белгородская 7,РС-1,Свои,нулевая с прямым посевом,1.3,7.59,237.6,12.33,4.29,14.573000000000002
7414,36.14.16.050.00,Воронеж,пашня,3.0,2024,Соя,Кукуруза силос,0.0,28.45,Белгородская 7,РС-1,Свои,нулевая с прямым посевом,1.3,7.59,242.0,31.31,2.42,36.985
7415,36.14.16.051.00,Воронеж,пашня,4.0,2024,Соя,Кукуруза силос,0.0,7.58,Белгородская 7,ЭС,Покупные,нулевая с прямым посевом,1.3,7.81,250.8,8.34,3.41,9.854000000000001
7416,36.14.16.052.00,Воронеж,пашня,4.0,2024,Соя,Кукуруза силос,0.0,129.08,Белгородская 7,РС-1,Свои,нулевая с прямым посевом,1.3,7.59,258.5,13.033869995695222,3.96,167.80400000000003
7417,36.14.16.054.00,Воронеж,пашня,4.0,2024,Соя,Кукуруза силос,0.0,31.01,Белгородская 7,РС-1,Свои,нулевая с прямым посевом,1.3,7.59,261.8,34.11,3.52,40.313
7418,36.14.16.055.00,Воронеж,пашня,4.0,2024,Соя,Кукуруза силос,0.0,20.39,Белгородская 7,РС-1,Свои,нулевая с прямым посевом,1.3,7.7,251.9,22.43,4.29,26.507
7419,36.14.16.061.00,Воронеж,пашня,3.0,2024,Кукуруза зерно,Кукуруза силос,0.0,4.74,РЖТ Аликс,F1,Покупные,нулевая с прямым посевом,5.4,5.39,106.7,5.21,4.18,25.596000000000004
7420,36.14.17.001.00,Воронеж,пашня,3.0,2024,Оз.пшеница мягкая,Кукуруза силос,0.0,57.22,Бирюза,РС-1,Свои,минимальная,4.0,5.28,102.3,13.033869995695222,5.61,228.88
7421,36.14.18.001.00,Воронеж,пашня,4.0,2024,Кукуруза зерно,Кукуруза силос,0.0,84.86,РЖТ Галифакс,F1,Покупные,нулевая с прямым посевом,5.4,6.27,134.2,13.033869995695222,6.6,458.244
7422,36.14.18.004.00,Воронеж,пашня,3.0,2024,Соя,Кукуруза силос,0.0,37.68,ОАК Пруденс,РС-1,Свои,нулевая с прямым посевом,1.3,5.39,82.5,41.45,5.39,48.984
7423,36.14.18.005.00,Воронеж,пашня,3.0,2024,Соя,Кукуруза силос,0.0,17.8,ОАК Пруденс,РС-1,Свои,нулевая с прямым посевом,1.3,5.61,96.8,19.58,4.84,23.14
7424,36.14.18.008.00,Воронеж,пашня,3.0,2024,Кукуруза зерно,Кукуруза силос,0.0,62.94,РЖТ Галифакс,F1,Покупные,нулевая с прямым посевом,5.4,5.94,121.0,13.033869995695222,6.05,339.87600000000003
7425,36.14.18.009.00,Воронеж,пашня,3.0,2024,Кукуруза зерно,Кукуруза силос,0.0,8.87,РЖТ Галифакс,F1,Покупные,нулевая с прямым посевом,5.4,6.49,72.6,8.48,5.5,47.897999999999996
7426,36.14.18.010.00,Воронеж,пашня,3.0,2024,Кукуруза зерно,Кукуруза силос,0.0,40.97,РЖТ Галифакс,F1,Покупные,нулевая с прямым посевом,5.4,6.16,145.2,45.43,5.61,221.238
7427,36.14.18.011.00,Воронеж,пашня,3.0,2024,Кукуруза зерно,Кукуруза силос,0.0,9.39,РЖТ Галифакс,F1,Покупные,нулевая с прямым посевом,5.4,5.83,121.0,10.33,6.27,50.706
7428,36.14.18.013.00,Воронеж,пашня,3.0,2024,Кукуруза зерно,Кукуруза силос,0.0,6.64,РЖТ Галифакс,F1,Покупные,нулевая с прямым посевом,5.4,5.83,166.1,7.3,5.28,35.856
7429,36.14.18.014.00,Воронеж,пашня,3.0,2024,Кукуруза зерно,Кукуруза силос,0.0,0.68,РЖТ Галифакс,F1,Покупные,нулевая с прямым посевом,5.4,6.49,207.9,0.73,4.62,3.6720000000000006
7431,36.14.18.016.00,Воронеж,пашня,3.0,2024,Кукуруза зерно,Кукуруза силос,0.0,13.82,РЖТ Галифакс,F1,Покупные,нулевая с прямым посевом,5.4,6.27,74.8,15.28,6.16,74.628
7432,36.14.18.017.00,Воронеж,пашня,3.0,2024,Кукуруза зерно,Кукуруза силос,0.0,14.43,РЖТ Галифакс,F1,Покупные,нулевая с прямым посевом,5.4,6.05,122.1,16.02,6.27,77.922
7433,36.14.18.018.00,Воронеж,пашня,3.0,2024,Кукуруза зерно,Кукуруза силос,0.0,11.05,РЖТ Галифакс,F1,Покупные,нулевая с прямым посевом,5.4,7.26,152.9,12.0,6.71,59.67000000000001
7434,36.14.18.019.00,Воронеж,пашня,3.0,2024,Кукуруза зерно,Кукуруза силос,0.0,73.17,РЖТ Галифакс,F1,Покупные,нулевая с прямым посевом,5.4,5.72,115.5,13.033869995695222,4.73,395.11800000000005
7435,36.14.18.021.00,Воронеж,пашня,3.0,2024,Кукуруза зерно,Кукуруза силос,0.0,11.97,РЖТ Галифакс,F1,Покупные,нулевая с прямым посевом,5.4,6.71,221.1,13.17,5.61,64.638
7436,36.14.18.022.00,Воронеж,пашня,3.0,2024,Кукуруза зерно,Кукуруза силос,0.0,6.52,РЖТ Галифакс,F1,Покупные,нулевая с прямым посевом,5.4,5.72,71.5,7.17,4.4,35.208
7437,36.14.18.024.00,Воронеж,пашня,3.0,2024,Кукуруза зерно,Кукуруза силос,0.0,79.26,РЖТ Галифакс,F1,Покупные,нулевая с прямым посевом,5.4,5.94,166.1,13.033869995695222,4.73,428.0040000000001
7438,36.14.19.007.00,Воронеж,пашня,4.0,2024,Соя,Кукуруза силос,0.0,59.6,ОАК Пруденс,РС-1,Свои,нулевая с прямым посевом,1.3,5.39,210.1,13.033869995695222,6.38,77.48
7439,36.14.19.011.00,Воронеж,пашня,4.0,2024,Кукуруза зерно,Кукуруза силос,0.0,58.52,РЖТ Галифакс,F1,Покупные,нулевая с прямым посевом,5.4,6.05,168.3,13.033869995695222,6.27,316.00800000000004
7440,36.14.19.027.00,Воронеж,пашня,4.0,2024,Оз.пшеница мягкая,Кукуруза силос,0.0,83.09,Алексеич,РС-1,Свои,нулевая с прямым посевом,4.0,5.94,200.2,13.033869995695222,5.39,332.36
7441,36.14.19.028.00,Воронеж,пашня,4.0,2024,Оз.пшеница мягкая,Кукуруза силос,0.0,43.85,Алексеич,РС-1,Свои,нулевая с прямым посевом,4.0,6.71,196.9,48.24,5.28,175.4
7442,36.14.19.029.00,Воронеж,пашня,4.0,2024,Чечевица зеленая,Кукуруза силос,0.0,35.63,(нет сорта),РСт,Покупные,минимальная,1.5,7.37,156.2,39.2,5.5,53.44500000000001
7443,36.14.19.032.00,Воронеж,пашня,4.0,2024,Чечевица зеленая,Кукуруза силос,0.0,28.62,(нет сорта),РСт,Покупные,минимальная,1.5,7.15,250.8,21.14,6.6,42.93
7444,36.14.19.034.00,Воронеж,пашня,4.0,2024,Кукуруза зерно,Кукуруза силос,0.0,21.66,РЖТ Галифакс,F1,Покупные,нулевая с прямым посевом,5.4,7.7,259.6,23.83,7.04,116.96400000000001
7445,36.14.19.035.00,Воронеж,пашня,4.0,2024,Кукуруза зерно,Кукуруза силос,0.0,33.2,РЖТ Галифакс,F1,Покупные,нулевая с прямым посевом,5.4,7.26,234.3,36.64,4.95,179.28000000000003
7446,36.14.19.036.00,Воронеж,пашня,3.0,2024,Люцерна пр.лет корм,Кукуруза силос,2.0,59.89,Виктория,РС-1,Свои,минимальная,4.5,6.16,176.0,13.033869995695222,4.07,269.505
7447,36.14.19.037.00,Воронеж,пашня,4.0,2024,Люцерна пр.лет корм,Кукуруза силос,2.0,68.62,Виктория,РС-1,Свои,минимальная,4.5,5.72,149.6,13.033869995695222,4.84,308.79
